Moneda,Fecha,Cambio
EUR,01/03/2025,0.9636
EUR,02/03/2025,0.9603
EUR,03/03/2025,0.9532
EUR,04/03/2025,0.9413
EUR,05/03/2025,0.9265
EUR,06/03/2025,0.9268
EUR,07/03/2025,0.9229
EUR,08/03/2025,0.9232
EUR,09/03/2025,0.9208
EUR,10/03/2025,0.9224
EUR,11/03/2025,0.9162
EUR,12/03/2025,0.9188
EUR,13/03/2025,0.9214
EUR,14/03/2025,0.9156
EUR,15/03/2025,0.916
EUR,16/03/2025,0.919
EUR,17/03/2025,0.9158
EUR,18/03/2025,0.9142
EUR,19/03/2025,0.9166
EUR,20/03/2025,0.921
EUR,21/03/2025,0.9194
EUR,22/03/2025,0.9196
EUR,23/03/2025,0.9229
EUR,24/03/2025,0.9257
EUR,25/03/2025,0.9271
EUR,26/03/2025,0.9308
EUR,27/03/2025,0.9258
EUR,28/03/2025,0.9194
EUR,29/03/2025,0.9194
EUR,30/03/2025,0.9242
EUR,31/03/2025,0.9243
EUR,01/04/2025,0.9261
EUR,01/01/2024,0.9062
EUR,02/01/2024,0.9139
EUR,03/01/2024,0.9153
EUR,04/01/2024,0.9136
EUR,05/01/2024,0.9128
EUR,06/01/2024,0.9128
EUR,07/01/2024,0.914
EUR,08/01/2024,0.9131
EUR,09/01/2024,0.9148
EUR,10/01/2024,0.9112
EUR,11/01/2024,0.9106
EUR,12/01/2024,0.912
EUR,13/01/2024,0.9121
EUR,14/01/2024,0.9136
EUR,15/01/2024,0.9136
EUR,16/01/2024,0.9192
EUR,17/01/2024,0.9187
EUR,18/01/2024,0.9195
EUR,19/01/2024,0.9162
EUR,20/01/2024,0.917
EUR,21/01/2024,0.9182
EUR,22/01/2024,0.9193
EUR,23/01/2024,0.921
EUR,24/01/2024,0.9189
EUR,25/01/2024,0.9217
EUR,26/01/2024,0.9205
EUR,27/01/2024,0.9205
EUR,28/01/2024,0.9223
EUR,29/01/2024,0.9231
EUR,30/01/2024,0.9223
EUR,31/01/2024,0.9257
EUR,01/02/2024,0.9196
EUR,02/02/2024,0.9254
EUR,03/02/2024,0.9261
EUR,04/02/2024,0.9277
EUR,05/02/2024,0.931
EUR,06/02/2024,0.9295
EUR,07/02/2024,0.9281
EUR,08/02/2024,0.928
EUR,09/02/2024,0.9272
EUR,10/02/2024,0.9272
EUR,11/02/2024,0.9261
EUR,12/02/2024,0.9284
EUR,13/02/2024,0.9338
EUR,14/02/2024,0.9318
EUR,15/02/2024,0.928
EUR,16/02/2024,0.9279
EUR,17/02/2024,0.9279
EUR,18/02/2024,0.9273
EUR,19/02/2024,0.9281
EUR,20/02/2024,0.925
EUR,21/02/2024,0.9243
EUR,22/02/2024,0.9238
EUR,23/02/2024,0.9232
EUR,24/02/2024,0.9232
EUR,25/02/2024,0.9242
EUR,26/02/2024,0.9216
EUR,27/02/2024,0.9223
EUR,28/02/2024,0.9227
EUR,29/02/2024,0.9255
EUR,01/03/2024,0.922
EUR,02/03/2024,0.922
EUR,03/03/2024,0.9223
EUR,04/03/2024,0.9213
EUR,05/03/2024,0.9212
EUR,06/03/2024,0.9175
EUR,07/03/2024,0.9132
EUR,08/03/2024,0.9138
EUR,09/03/2024,0.9138
EUR,10/03/2024,0.914
EUR,11/03/2024,0.9149
EUR,12/03/2024,0.9151
EUR,13/03/2024,0.9131
EUR,14/03/2024,0.9189
EUR,15/03/2024,0.9175
EUR,16/03/2024,0.9182
EUR,17/03/2024,0.9189
EUR,18/03/2024,0.9198
EUR,19/03/2024,0.9203
EUR,20/03/2024,0.9144
EUR,21/03/2024,0.9206
EUR,22/03/2024,0.921
EUR,23/03/2024,0.921
EUR,24/03/2024,0.9252
EUR,25/03/2024,0.9227
EUR,26/03/2024,0.9232
EUR,27/03/2024,0.9248
EUR,28/03/2024,0.9266
EUR,29/03/2024,0.9259
EUR,30/03/2024,0.9259
EUR,31/03/2024,0.9271
EUR,01/04/2024,0.9311
EUR,02/04/2024,0.9287
EUR,03/04/2024,0.9228
EUR,04/04/2024,0.9227
EUR,05/04/2024,0.9218
EUR,06/04/2024,0.9222
EUR,07/04/2024,0.9236
EUR,08/04/2024,0.9208
EUR,09/04/2024,0.921
EUR,10/04/2024,0.9308
EUR,11/04/2024,0.9319
EUR,12/04/2024,0.9382
EUR,13/04/2024,0.9383
EUR,14/04/2024,0.9391
EUR,15/04/2024,0.941
EUR,16/04/2024,0.9418
EUR,17/04/2024,0.937
EUR,18/04/2024,0.9398
EUR,19/04/2024,0.9374
EUR,20/04/2024,0.9378
EUR,21/04/2024,0.9382
EUR,22/04/2024,0.9385
EUR,23/04/2024,0.9343
EUR,24/04/2024,0.9348
EUR,25/04/2024,0.9321
EUR,26/04/2024,0.9351
EUR,27/04/2024,0.9349
EUR,28/04/2024,0.9344
EUR,29/04/2024,0.933
EUR,30/04/2024,0.9374
EUR,01/05/2024,0.9331
EUR,02/05/2024,0.9319
EUR,03/05/2024,0.9287
EUR,04/05/2024,0.9287
EUR,05/05/2024,0.9292
EUR,06/05/2024,0.9286
EUR,07/05/2024,0.9301
EUR,08/05/2024,0.9303
EUR,09/05/2024,0.9274
EUR,10/05/2024,0.9277
EUR,11/05/2024,0.9277
EUR,12/05/2024,0.9283
EUR,13/05/2024,0.9267
EUR,14/05/2024,0.9245
EUR,15/05/2024,0.9183
EUR,16/05/2024,0.9201
EUR,17/05/2024,0.9191
EUR,18/05/2024,0.9192
EUR,19/05/2024,0.9199
EUR,20/05/2024,0.9208
EUR,21/05/2024,0.921
EUR,22/05/2024,0.9237
EUR,23/05/2024,0.9248
EUR,24/05/2024,0.9212
EUR,25/05/2024,0.9218
EUR,26/05/2024,0.9216
EUR,27/05/2024,0.9208
EUR,28/05/2024,0.9211
EUR,29/05/2024,0.9258
EUR,30/05/2024,0.923
EUR,31/05/2024,0.9211
EUR,01/06/2024,0.9211
EUR,02/06/2024,0.9215
EUR,03/06/2024,0.9168
EUR,04/06/2024,0.9191
EUR,05/06/2024,0.9197
EUR,06/06/2024,0.9181
EUR,07/06/2024,0.9253
EUR,08/06/2024,0.9253
EUR,09/06/2024,0.9279
EUR,10/06/2024,0.929
EUR,11/06/2024,0.931
EUR,12/06/2024,0.925
EUR,13/06/2024,0.9312
EUR,14/06/2024,0.9326
EUR,15/06/2024,0.9331
EUR,16/06/2024,0.9341
EUR,17/06/2024,0.9312
EUR,18/06/2024,0.931
EUR,19/06/2024,0.9305
EUR,20/06/2024,0.9343
EUR,21/06/2024,0.9353
EUR,22/06/2024,0.9352
EUR,23/06/2024,0.9351
EUR,24/06/2024,0.9317
EUR,25/06/2024,0.9335
EUR,26/06/2024,0.9362
EUR,27/06/2024,0.9343
EUR,28/06/2024,0.9328
EUR,29/06/2024,0.9328
EUR,30/06/2024,0.9315
EUR,01/07/2024,0.9314
EUR,02/07/2024,0.9304
EUR,03/07/2024,0.9268
EUR,04/07/2024,0.925
EUR,05/07/2024,0.9213
EUR,06/07/2024,0.9225
EUR,07/07/2024,0.9238
EUR,08/07/2024,0.9237
EUR,09/07/2024,0.9247
EUR,10/07/2024,0.9231
EUR,11/07/2024,0.9203
EUR,12/07/2024,0.9157
EUR,13/07/2024,0.9157
EUR,14/07/2024,0.9185
EUR,15/07/2024,0.9179
EUR,16/07/2024,0.9172
EUR,17/07/2024,0.9141
EUR,18/07/2024,0.9175
EUR,19/07/2024,0.9181
EUR,20/07/2024,0.9182
EUR,21/07/2024,0.9175
EUR,22/07/2024,0.9182
EUR,23/07/2024,0.9215
EUR,24/07/2024,0.9226
EUR,25/07/2024,0.9218
EUR,26/07/2024,0.9197
EUR,27/07/2024,0.9198
EUR,28/07/2024,0.921
EUR,29/07/2024,0.924
EUR,30/07/2024,0.9247
EUR,31/07/2024,0.9239
EUR,01/08/2024,0.9269
EUR,02/08/2024,0.9157
EUR,03/08/2024,0.9161
EUR,04/08/2024,0.9171
EUR,05/08/2024,0.9128
EUR,06/08/2024,0.9149
EUR,07/08/2024,0.9152
EUR,08/08/2024,0.9159
EUR,09/08/2024,0.9154
EUR,10/08/2024,0.9153
EUR,11/08/2024,0.9163
EUR,12/08/2024,0.9147
EUR,13/08/2024,0.9094
EUR,14/08/2024,0.908
EUR,15/08/2024,0.9114
EUR,16/08/2024,0.9063
EUR,17/08/2024,0.9065
EUR,18/08/2024,0.907
EUR,19/08/2024,0.9021
EUR,20/08/2024,0.8986
EUR,21/08/2024,0.8966
EUR,22/08/2024,0.8996
EUR,23/08/2024,0.8922
EUR,24/08/2024,0.8935
EUR,25/08/2024,0.8935
EUR,26/08/2024,0.8959
EUR,27/08/2024,0.8941
EUR,28/08/2024,0.899
EUR,29/08/2024,0.9026
EUR,30/08/2024,0.9041
EUR,31/08/2024,0.9041
EUR,01/09/2024,0.905
EUR,02/09/2024,0.9035
EUR,03/09/2024,0.9053
EUR,04/09/2024,0.9022
EUR,05/09/2024,0.9002
EUR,06/09/2024,0.9012
EUR,07/09/2024,0.9017
EUR,08/09/2024,0.9018
EUR,09/09/2024,0.9059
EUR,10/09/2024,0.9074
EUR,11/09/2024,0.9081
EUR,12/09/2024,0.9032
EUR,13/09/2024,0.9022
EUR,14/09/2024,0.9024
EUR,15/09/2024,0.9021
EUR,16/09/2024,0.8986
EUR,17/09/2024,0.8994
EUR,18/09/2024,0.8991
EUR,19/09/2024,0.8959
EUR,20/09/2024,0.8948
EUR,21/09/2024,0.8952
EUR,22/09/2024,0.8958
EUR,23/09/2024,0.8999
EUR,24/09/2024,0.8939
EUR,25/09/2024,0.8984
EUR,26/09/2024,0.8947
EUR,27/09/2024,0.8951
EUR,28/09/2024,0.8951
EUR,29/09/2024,0.8951
EUR,30/09/2024,0.8975
EUR,01/10/2024,0.9035
EUR,02/10/2024,0.9052
EUR,03/10/2024,0.9062
EUR,04/10/2024,0.9108
EUR,05/10/2024,0.9106
EUR,06/10/2024,0.9116
EUR,07/10/2024,0.9111
EUR,08/10/2024,0.9107
EUR,09/10/2024,0.914
EUR,10/10/2024,0.9146
EUR,11/10/2024,0.9134
EUR,12/10/2024,0.9138
EUR,13/10/2024,0.9141
EUR,14/10/2024,0.9166
EUR,15/10/2024,0.9183
EUR,16/10/2024,0.9209
EUR,17/10/2024,0.9232
EUR,18/10/2024,0.9196
EUR,19/10/2024,0.9198
EUR,20/10/2024,0.9201
EUR,21/10/2024,0.9245
EUR,22/10/2024,0.9261
EUR,23/10/2024,0.9275
EUR,24/10/2024,0.9236
EUR,25/10/2024,0.9259
EUR,26/10/2024,0.9259
EUR,27/10/2024,0.9262
EUR,28/10/2024,0.9247
EUR,29/10/2024,0.9242
EUR,30/10/2024,0.9209
EUR,31/10/2024,0.9188
EUR,01/11/2024,0.9199
EUR,02/11/2024,0.9196
EUR,03/11/2024,0.9196
EUR,04/11/2024,0.9196
EUR,05/11/2024,0.9147
EUR,06/11/2024,0.9316
EUR,07/11/2024,0.9259
EUR,08/11/2024,0.9325
EUR,09/11/2024,0.933
EUR,10/11/2024,0.9331
EUR,11/11/2024,0.9379
EUR,12/11/2024,0.9416
EUR,13/11/2024,0.9465
EUR,14/11/2024,0.9496
EUR,15/11/2024,0.9483
EUR,16/11/2024,0.9483
EUR,17/11/2024,0.9494
EUR,18/11/2024,0.9436
EUR,19/11/2024,0.9427
EUR,20/11/2024,0.9482
EUR,21/11/2024,0.9553
EUR,22/11/2024,0.9598
EUR,23/11/2024,0.9599
EUR,24/11/2024,0.9543
EUR,25/11/2024,0.9563
EUR,26/11/2024,0.9532
EUR,27/11/2024,0.9468
EUR,28/11/2024,0.9469
EUR,29/11/2024,0.9452
EUR,30/11/2024,0.9454
EUR,01/12/2024,0.9485
EUR,02/12/2024,0.9522
EUR,03/12/2024,0.9516
EUR,04/12/2024,0.9512
EUR,05/12/2024,0.9447
EUR,06/12/2024,0.9455
EUR,07/12/2024,0.946
EUR,08/12/2024,0.9465
EUR,09/12/2024,0.9474
EUR,10/12/2024,0.9495
EUR,11/12/2024,0.9518
EUR,12/12/2024,0.9548
EUR,13/12/2024,0.952
EUR,14/12/2024,0.9514
EUR,15/12/2024,0.9515
EUR,16/12/2024,0.9509
EUR,17/12/2024,0.9528
EUR,18/12/2024,0.9661
EUR,19/12/2024,0.965
EUR,20/12/2024,0.9587
EUR,21/12/2024,0.9588
EUR,22/12/2024,0.9585
EUR,23/12/2024,0.9611
EUR,24/12/2024,0.9614
EUR,25/12/2024,0.9617
EUR,26/12/2024,0.9595
EUR,27/12/2024,0.9592
EUR,28/12/2024,0.959
EUR,29/12/2024,0.9589
EUR,30/12/2024,0.9611
EUR,31/12/2024,0.9662
EUR,01/01/2023,0.9343
EUR,02/01/2023,0.9366
EUR,03/01/2023,0.9482
EUR,04/01/2023,0.9426
EUR,05/01/2023,0.9504
EUR,06/01/2023,0.9377
EUR,07/01/2023,0.9378
EUR,08/01/2023,0.9384
EUR,09/01/2023,0.9316
EUR,10/01/2023,0.9312
EUR,11/01/2023,0.9321
EUR,12/01/2023,0.9209
EUR,13/01/2023,0.9219
EUR,14/01/2023,0.9222
EUR,15/01/2023,0.9239
EUR,16/01/2023,0.9233
EUR,17/01/2023,0.9271
EUR,18/01/2023,0.9261
EUR,19/01/2023,0.9229
EUR,20/01/2023,0.9194
EUR,21/01/2023,0.9194
EUR,22/01/2023,0.9204
EUR,23/01/2023,0.9198
EUR,24/01/2023,0.9185
EUR,25/01/2023,0.9156
EUR,26/01/2023,0.918
EUR,27/01/2023,0.9199
EUR,28/01/2023,0.9197
EUR,29/01/2023,0.9199
EUR,30/01/2023,0.9217
EUR,31/01/2023,0.9208
EUR,01/02/2023,0.908
EUR,02/02/2023,0.917
EUR,03/02/2023,0.9255
EUR,04/02/2023,0.925
EUR,05/02/2023,0.9267
EUR,06/02/2023,0.9321
EUR,07/02/2023,0.932
EUR,08/02/2023,0.9331
EUR,09/02/2023,0.9312
EUR,10/02/2023,0.9356
EUR,11/02/2023,0.9356
EUR,12/02/2023,0.9365
EUR,13/02/2023,0.9319
EUR,14/02/2023,0.9316
EUR,15/02/2023,0.9353
EUR,16/02/2023,0.9376
EUR,17/02/2023,0.9328
EUR,18/02/2023,0.9332
EUR,19/02/2023,0.9359
EUR,20/02/2023,0.936
EUR,21/02/2023,0.9388
EUR,22/02/2023,0.9429
EUR,23/02/2023,0.9436
EUR,24/02/2023,0.9447
EUR,25/02/2023,0.9458
EUR,26/02/2023,0.9475
EUR,27/02/2023,0.9426
EUR,28/02/2023,0.9455
EUR,01/03/2023,0.9372
EUR,02/03/2023,0.9434
EUR,03/03/2023,0.939
EUR,04/03/2023,0.9397
EUR,05/03/2023,0.9411
EUR,06/03/2023,0.9357
EUR,07/03/2023,0.9479
EUR,08/03/2023,0.9479
EUR,09/03/2023,0.9448
EUR,10/03/2023,0.9384
EUR,11/03/2023,0.9393
EUR,12/03/2023,0.936
EUR,13/03/2023,0.9325
EUR,14/03/2023,0.9322
EUR,15/03/2023,0.9449
EUR,16/03/2023,0.9422
EUR,17/03/2023,0.9301
EUR,18/03/2023,0.9281
EUR,19/03/2023,0.9365
EUR,20/03/2023,0.9329
EUR,21/03/2023,0.9282
EUR,22/03/2023,0.92
EUR,23/03/2023,0.9229
EUR,24/03/2023,0.9279
EUR,25/03/2023,0.9279
EUR,26/03/2023,0.9279
EUR,27/03/2023,0.926
EUR,28/03/2023,0.9224
EUR,29/03/2023,0.9221
EUR,30/03/2023,0.9171
EUR,31/03/2023,0.9202
EUR,01/04/2023,0.9202
EUR,02/04/2023,0.9242
EUR,03/04/2023,0.9171
EUR,04/04/2023,0.9126
EUR,05/04/2023,0.9166
EUR,06/04/2023,0.9161
EUR,07/04/2023,0.9095
EUR,08/04/2023,0.9095
EUR,09/04/2023,0.9095
EUR,10/04/2023,0.9204
EUR,11/04/2023,0.916
EUR,12/04/2023,0.9095
EUR,13/04/2023,0.9051
EUR,14/04/2023,0.9014
EUR,15/04/2023,0.9007
EUR,16/04/2023,0.9101
EUR,17/04/2023,0.9154
EUR,18/04/2023,0.9113
EUR,19/04/2023,0.913
EUR,20/04/2023,0.9118
EUR,21/04/2023,0.9012
EUR,22/04/2023,0.9012
EUR,23/04/2023,0.9098
EUR,24/04/2023,0.9049
EUR,25/04/2023,0.9108
EUR,26/04/2023,0.9058
EUR,27/04/2023,0.9068
EUR,28/04/2023,0.8987
EUR,29/04/2023,0.8986
EUR,30/04/2023,0.9081
EUR,01/05/2023,0.9112
EUR,02/05/2023,0.9086
EUR,03/05/2023,0.9035
EUR,04/05/2023,0.9074
EUR,05/05/2023,0.8985
EUR,06/05/2023,0.892
EUR,07/05/2023,0.9077
EUR,08/05/2023,0.9089
EUR,09/05/2023,0.9119
EUR,10/05/2023,0.9102
EUR,11/05/2023,0.916
EUR,12/05/2023,0.9141
EUR,13/05/2023,0.9143
EUR,14/05/2023,0.9215
EUR,15/05/2023,0.9194
EUR,16/05/2023,0.9206
EUR,17/05/2023,0.9225
EUR,18/05/2023,0.928
EUR,19/05/2023,0.9239
EUR,20/05/2023,0.9245
EUR,21/05/2023,0.9243
EUR,22/05/2023,0.9248
EUR,23/05/2023,0.9283
EUR,24/05/2023,0.9298
EUR,25/05/2023,0.9323
EUR,26/05/2023,0.9319
EUR,27/05/2023,0.9319
EUR,28/05/2023,0.9329
EUR,29/05/2023,0.9337
EUR,30/05/2023,0.9317
EUR,31/05/2023,0.9351
EUR,01/06/2023,0.9291
EUR,02/06/2023,0.9334
EUR,03/06/2023,0.9334
EUR,04/06/2023,0.9342
EUR,05/06/2023,0.9334
EUR,06/06/2023,0.9351
EUR,07/06/2023,0.9346
EUR,08/06/2023,0.9274
EUR,09/06/2023,0.9303
EUR,10/06/2023,0.9299
EUR,11/06/2023,0.9307
EUR,12/06/2023,0.9293
EUR,13/06/2023,0.9267
EUR,14/06/2023,0.9231
EUR,15/06/2023,0.9133
EUR,16/06/2023,0.9127
EUR,17/06/2023,0.9127
EUR,18/06/2023,0.914
EUR,19/06/2023,0.9154
EUR,20/06/2023,0.9158
EUR,21/06/2023,0.9101
EUR,22/06/2023,0.9129
EUR,23/06/2023,0.915
EUR,24/06/2023,0.9161
EUR,25/06/2023,0.9168
EUR,26/06/2023,0.9165
EUR,27/06/2023,0.9125
EUR,28/06/2023,0.9161
EUR,29/06/2023,0.9203
EUR,30/06/2023,0.9161
EUR,01/07/2023,0.9161
EUR,02/07/2023,0.9166
EUR,03/07/2023,0.9163
EUR,04/07/2023,0.9191
EUR,05/07/2023,0.9212
EUR,06/07/2023,0.9182
EUR,07/07/2023,0.9111
EUR,08/07/2023,0.9115
EUR,09/07/2023,0.9119
EUR,10/07/2023,0.909
EUR,11/07/2023,0.9081
EUR,12/07/2023,0.898
EUR,13/07/2023,0.8908
EUR,14/07/2023,0.8894
EUR,15/07/2023,0.8899
EUR,16/07/2023,0.8908
EUR,17/07/2023,0.8897
EUR,18/07/2023,0.8904
EUR,19/07/2023,0.8927
EUR,20/07/2023,0.8981
EUR,21/07/2023,0.8982
EUR,22/07/2023,0.8986
EUR,23/07/2023,0.8986
EUR,24/07/2023,0.9038
EUR,25/07/2023,0.9049
EUR,26/07/2023,0.9018
EUR,27/07/2023,0.9105
EUR,28/07/2023,0.9065
EUR,29/07/2023,0.9065
EUR,30/07/2023,0.9071
EUR,31/07/2023,0.909
EUR,01/08/2023,0.9087
EUR,02/08/2023,0.9137
EUR,03/08/2023,0.9131
EUR,04/08/2023,0.907
EUR,05/08/2023,0.907
EUR,06/08/2023,0.9088
EUR,07/08/2023,0.9089
EUR,08/08/2023,0.913
EUR,09/08/2023,0.9109
EUR,10/08/2023,0.9105
EUR,11/08/2023,0.9121
EUR,12/08/2023,0.9127
EUR,13/08/2023,0.914
EUR,14/08/2023,0.9168
EUR,15/08/2023,0.9172
EUR,16/08/2023,0.919
EUR,17/08/2023,0.9197
EUR,18/08/2023,0.9183
EUR,19/08/2023,0.9183
EUR,20/08/2023,0.9197
EUR,21/08/2023,0.9178
EUR,22/08/2023,0.9218
EUR,23/08/2023,0.9204
EUR,24/08/2023,0.9252
EUR,25/08/2023,0.9262
EUR,26/08/2023,0.9263
EUR,27/08/2023,0.9263
EUR,28/08/2023,0.9239
EUR,29/08/2023,0.9189
EUR,30/08/2023,0.9151
EUR,31/08/2023,0.9223
EUR,01/09/2023,0.927
EUR,02/09/2023,0.927
EUR,03/09/2023,0.9283
EUR,04/09/2023,0.9264
EUR,05/09/2023,0.9323
EUR,06/09/2023,0.9323
EUR,07/09/2023,0.9346
EUR,08/09/2023,0.934
EUR,09/09/2023,0.934
EUR,10/09/2023,0.9336
EUR,11/09/2023,0.9302
EUR,12/09/2023,0.9297
EUR,13/09/2023,0.9317
EUR,14/09/2023,0.9396
EUR,15/09/2023,0.9372
EUR,16/09/2023,0.9372
EUR,17/09/2023,0.9377
EUR,18/09/2023,0.9353
EUR,19/09/2023,0.9361
EUR,20/09/2023,0.9385
EUR,21/09/2023,0.9378
EUR,22/09/2023,0.9377
EUR,23/09/2023,0.9377
EUR,24/09/2023,0.939
EUR,25/09/2023,0.9439
EUR,26/09/2023,0.9459
EUR,27/09/2023,0.9519
EUR,28/09/2023,0.9464
EUR,29/09/2023,0.9446
EUR,30/09/2023,0.9452
EUR,01/10/2023,0.9471
EUR,02/10/2023,0.9543
EUR,03/10/2023,0.9553
EUR,04/10/2023,0.9518
EUR,05/10/2023,0.948
EUR,06/10/2023,0.9432
EUR,07/10/2023,0.944
EUR,08/10/2023,0.9473
EUR,09/10/2023,0.9461
EUR,10/10/2023,0.9429
EUR,11/10/2023,0.9415
EUR,12/10/2023,0.9495
EUR,13/10/2023,0.9513
EUR,14/10/2023,0.9512
EUR,15/10/2023,0.9508
EUR,16/10/2023,0.9471
EUR,17/10/2023,0.9455
EUR,18/10/2023,0.949
EUR,19/10/2023,0.945
EUR,20/10/2023,0.9431
EUR,21/10/2023,0.9435
EUR,22/10/2023,0.9442
EUR,23/10/2023,0.9373
EUR,24/10/2023,0.944
EUR,25/10/2023,0.9465
EUR,26/10/2023,0.9466
EUR,27/10/2023,0.946
EUR,28/10/2023,0.9461
EUR,29/10/2023,0.9467
EUR,30/10/2023,0.9421
EUR,31/10/2023,0.9453
EUR,01/11/2023,0.9447
EUR,02/11/2023,0.942
EUR,03/11/2023,0.9315
EUR,04/11/2023,0.9315
EUR,05/11/2023,0.9318
EUR,06/11/2023,0.9329
EUR,07/11/2023,0.9348
EUR,08/11/2023,0.9337
EUR,09/11/2023,0.9375
EUR,10/11/2023,0.9332
EUR,11/11/2023,0.9348
EUR,12/11/2023,0.9355
EUR,13/11/2023,0.9345
EUR,14/11/2023,0.9192
EUR,15/11/2023,0.9214
EUR,16/11/2023,0.9214
EUR,17/11/2023,0.916
EUR,18/11/2023,0.916
EUR,19/11/2023,0.9168
EUR,20/11/2023,0.9136
EUR,21/11/2023,0.916
EUR,22/11/2023,0.9185
EUR,23/11/2023,0.917
EUR,24/11/2023,0.9136
EUR,25/11/2023,0.9136
EUR,26/11/2023,0.914
EUR,27/11/2023,0.9125
EUR,28/11/2023,0.9087
EUR,29/11/2023,0.9113
EUR,30/11/2023,0.9178
EUR,01/12/2023,0.918
EUR,02/12/2023,0.9186
EUR,03/12/2023,0.9185
EUR,04/12/2023,0.9228
EUR,05/12/2023,0.9266
EUR,06/12/2023,0.929
EUR,07/12/2023,0.9267
EUR,08/12/2023,0.9282
EUR,09/12/2023,0.9282
EUR,10/12/2023,0.9289
EUR,11/12/2023,0.929
EUR,12/12/2023,0.926
EUR,13/12/2023,0.9188
EUR,14/12/2023,0.9096
EUR,15/12/2023,0.9169
EUR,16/12/2023,0.9167
EUR,17/12/2023,0.9179
EUR,18/12/2023,0.9155
EUR,19/12/2023,0.9107
EUR,20/12/2023,0.9138
EUR,21/12/2023,0.9086
EUR,22/12/2023,0.9069
EUR,23/12/2023,0.9069
EUR,24/12/2023,0.9071
EUR,25/12/2023,0.9075
EUR,26/12/2023,0.9056
EUR,27/12/2023,0.9002
EUR,28/12/2023,0.9036
EUR,29/12/2023,0.9046
EUR,30/12/2023,0.9046
EUR,31/12/2023,0.906
COP,01/01/2022,4051.8656
COP,02/01/2022,4051.3247
COP,03/01/2022,4090.3013
COP,04/01/2022,4067.2567
COP,05/01/2022,4082.9997
COP,06/01/2022,4031.6981
COP,07/01/2022,4050.3932
COP,08/01/2022,4014.5725
COP,09/01/2022,4016.3538
COP,10/01/2022,4048.8499
COP,11/01/2022,4041.1005
COP,12/01/2022,3964.3613
COP,13/01/2022,3975.3584
COP,14/01/2022,3980.3293
COP,15/01/2022,4007.1448
COP,16/01/2022,3981.2677
COP,17/01/2022,4008.5355
COP,18/01/2022,4027.7063
COP,19/01/2022,4035.6413
COP,20/01/2022,4004.315
COP,21/01/2022,3956.6033
COP,22/01/2022,3969.1223
COP,23/01/2022,3970.9678
COP,24/01/2022,3949.7312
COP,25/01/2022,3964.6212
COP,26/01/2022,3981.7815
COP,27/01/2022,3934.9604
COP,28/01/2022,3957.2973
COP,29/01/2022,3957.3803
COP,30/01/2022,3958.0626
COP,31/01/2022,3933.1658
COP,01/02/2022,3948.562
COP,02/02/2022,3931.8183
COP,03/02/2022,3881.8722
COP,04/02/2022,3966.1699
COP,05/02/2022,3966.2389
COP,06/02/2022,3964.92
COP,07/02/2022,3953.5159
COP,08/02/2022,3967.9248
COP,09/02/2022,3952.1275
COP,10/02/2022,3944.0876
COP,11/02/2022,3939.6696
COP,12/02/2022,3939.5702
COP,13/02/2022,3934.4665
COP,14/02/2022,3931.2978
COP,15/02/2022,3940.765
COP,16/02/2022,3955.2016
COP,17/02/2022,3964.8732
COP,18/02/2022,3931.2269
COP,19/02/2022,3947.7382
COP,20/02/2022,3949.2334
COP,21/02/2022,3947.0186
COP,22/02/2022,3941.3178
COP,23/02/2022,3942.8292
COP,24/02/2022,3906.8042
COP,25/02/2022,3913.5551
COP,26/02/2022,3897.9743
COP,27/02/2022,3926.9557
COP,28/02/2022,3907.2652
COP,01/03/2022,3952.3077
COP,02/03/2022,3877.5402
COP,03/03/2022,3758.9365
COP,04/03/2022,3777.6407
COP,05/03/2022,3777.6407
COP,06/03/2022,3795.7777
COP,07/03/2022,3828.3294
COP,08/03/2022,3810.5942
COP,09/03/2022,3736.3764
COP,10/03/2022,3754.2862
COP,11/03/2022,3855.3382
COP,12/03/2022,3855.2266
COP,13/03/2022,3848.1601
COP,14/03/2022,3819.2153
COP,15/03/2022,3803.6741
COP,16/03/2022,3825.857
COP,17/03/2022,3819.1394
COP,18/03/2022,3808.1002
COP,19/03/2022,3808.1002
COP,20/03/2022,3818.9064
COP,21/03/2022,3823.1853
COP,22/03/2022,3790.3312
COP,23/03/2022,3752.2035
COP,24/03/2022,3777.2756
COP,25/03/2022,3792.27
COP,26/03/2022,3798.4014
COP,27/03/2022,3799.5012
COP,28/03/2022,3794.1569
COP,29/03/2022,3769.0778
COP,30/03/2022,3744.4721
COP,31/03/2022,3760.1923
COP,01/04/2022,3779.8015
COP,02/04/2022,3780.0149
COP,03/04/2022,3781.0765
COP,04/04/2022,3759.0316
COP,05/04/2022,3725.4271
COP,06/04/2022,3745.6286
COP,07/04/2022,3758.2804
COP,08/04/2022,3772.6939
COP,09/04/2022,3772.6939
COP,10/04/2022,3768.4975
COP,11/04/2022,3768.0215
COP,12/04/2022,3752.5065
COP,13/04/2022,3732.6859
COP,14/04/2022,3751.3053
COP,15/04/2022,3729.3421
COP,16/04/2022,3729.339
COP,17/04/2022,3752.8937
COP,18/04/2022,3765.3727
COP,19/04/2022,3733.2023
COP,20/04/2022,3749.4297
COP,21/04/2022,3779.9905
COP,22/04/2022,3784.2155
COP,23/04/2022,3784.3423
COP,24/04/2022,3779.6329
COP,25/04/2022,3859.62
COP,26/04/2022,3954.7674
